order_id,customer_id,order_date,payment_method
ORD12527,CUST2387,2024-12-10,UPI
ORD12528,CUST3690,2023-08-30,NetBanking
ORD12529,CUST5575,2023-10-30,NetBanking
ORD12530,CUST1274,2023-08-27,COD
ORD12531,CUST5710,2023-07-30,NetBanking
ORD12532,CUST2580,2023-10-02,UPI
ORD12533,CUST1468,2025-01-16,Card
ORD12534,CUST1852,2025-01-03,NetBanking
ORD12535,CUST1609,2024-09-09,NetBanking
ORD12536,CUST5617,2023-03-25,Card
ORD12537,CUST4279,2025-05-18,UPI
ORD12538,CUST5243,2025-06-15,COD
ORD12539,CUST4473,2022-12-30,UPI
ORD12540,CUST3533,2024-12-25,Card
ORD12541,CUST5283,2022-12-12,Card
ORD12542,CUST3178,2023-01-23,COD
ORD12543,CUST3815,2025-09-13,UPI
ORD12544,CUST1058,2022-12-29,UPI
ORD12545,CUST5513,2023-03-14,UPI
ORD12546,CUST4075,2024-03-28,Card
ORD12547,CUST1539,2024-12-16,COD
ORD12548,CUST5620,2024-02-07,Card
ORD12549,CUST3836,2023-10-23,UPI
ORD12550,CUST5544,2025-08-30,UPI
ORD12551,CUST1543,2024-12-27,NetBanking
ORD12552,CUST3536,2024-04-22,UPI
ORD12553,CUST3492,2024-05-26,UPI
ORD12554,CUST5779,2024-07-17,COD
ORD12555,CUST4201,2024-06-25,NetBanking
ORD12556,CUST5446,2023-06-08,COD
ORD12557,CUST3858,2024-12-28,UPI
ORD12558,CUST3866,2023-06-30,Card
ORD12559,CUST4704,2025-01-12,NetBanking
ORD12560,CUST2310,2024-01-22,COD
ORD12561,CUST2716,2024-03-10,COD
ORD12562,CUST4119,2023-05-17,NetBanking
ORD12563,CUST1905,2023-11-11,UPI
ORD12564,CUST1163,2024-11-22,Card
ORD12565,CUST2560,2025-05-01,UPI
ORD12566,CUST5314,2024-07-10,Card
ORD12567,CUST1489,2022-12-16,NetBanking
ORD12568,CUST1515,2024-05-19,Card
ORD12569,CUST3913,2025-09-27,Card
ORD12570,CUST1718,2024-09-09,UPI
ORD12571,CUST4234,2023-11-09,NetBanking
ORD12572,CUST3027,2025-01-18,COD
ORD12573,CUST1303,2023-11-29,NetBanking
ORD12574,CUST3215,2024-03-28,UPI
ORD12575,CUST2376,2023-10-11,COD
ORD12576,CUST3963,2023-09-26,NetBanking
ORD12577,CUST2656,2025-08-26,UPI
ORD12578,CUST1374,2024-08-14,UPI
ORD12579,CUST4137,2023-10-26,UPI
ORD12580,CUST5221,2023-07-21,Card
ORD12581,CUST2704,2023-06-15,Card
ORD12582,CUST3254,2025-04-07,Card
ORD12583,CUST3501,2023-01-03,Card
ORD12584,CUST1703,2023-01-18,Card
ORD12585,CUST5789,2023-04-06,NetBanking
ORD12586,CUST1507,2025-04-13,Card
ORD12587,CUST5511,2025-08-26,COD
ORD12588,CUST2228,2023-08-31,NetBanking
ORD12589,CUST5836,2023-01-13,COD
ORD12590,CUST5432,2023-02-20,COD
ORD12591,CUST4173,2023-10-18,UPI
ORD12592,CUST2945,2023-02-21,NetBanking
ORD12593,CUST1510,2024-06-04,COD
ORD12594,CUST3474,2025-07-18,NetBanking
ORD12595,CUST2266,2024-12-25,COD
ORD12596,CUST5535,2024-01-14,COD
ORD12597,CUST3520,2025-09-02,Card
ORD12598,CUST5617,2023-04-01,COD
ORD12599,CUST2104,2025-02-06,NetBanking
ORD12600,CUST3635,2024-11-08,COD
ORD12601,CUST5092,2024-03-09,UPI
ORD12602,CUST2000,2024-04-10,UPI
ORD12603,CUST3812,2025-05-17,UPI
ORD12604,CUST4861,2023-09-21,NetBanking
ORD12605,CUST5923,2023-01-04,Card
ORD12606,CUST3161,2024-03-17,UPI
ORD12607,CUST1604,2023-10-12,NetBanking
ORD12608,CUST5039,2024-01-11,UPI
ORD12609,CUST4912,2025-11-06,NetBanking
ORD12610,CUST3454,2022-12-29,NetBanking
ORD12611,CUST3339,2025-06-24,UPI
ORD12612,CUST5193,2025-01-12,UPI
ORD12613,CUST1117,2025-03-29,Card
ORD12614,CUST4465,2023-05-03,Card
ORD12615,CUST2305,2025-09-13,UPI
ORD12616,CUST4870,2024-12-27,Card
ORD12617,CUST3499,2024-04-25,COD
ORD12618,CUST2671,2025-01-26,NetBanking
ORD12619,CUST4061,2025-05-29,NetBanking
ORD12620,CUST5305,2025-06-15,COD
ORD12621,CUST1853,2023-11-13,UPI
ORD12622,CUST2344,2023-06-25,NetBanking
ORD12623,CUST2463,2025-11-10,UPI
ORD12624,CUST3021,2023-12-13,COD
ORD12625,CUST1765,2025-09-20,UPI
ORD12626,CUST3276,2025-08-25,UPI
ORD12627,CUST1928,2025-06-05,Card
ORD12628,CUST5843,2024-05-25,UPI
ORD12629,CUST3165,2024-03-12,Card
ORD12630,CUST2625,2025-10-22,Card
ORD12631,CUST1480,2025-04-21,COD
ORD12632,CUST4104,2024-08-29,NetBanking
ORD12633,CUST1015,2024-12-01,UPI
ORD12634,CUST3169,2025-05-30,UPI
ORD12635,CUST1769,2024-09-09,Card
ORD12636,CUST5478,2025-04-01,COD
ORD12637,CUST1615,2024-09-13,UPI
ORD12638,CUST2858,2024-10-16,COD
ORD12639,CUST5846,2024-11-14,Card
ORD12640,CUST4005,2024-03-01,UPI
ORD12641,CUST2187,2025-10-07,Card
ORD12642,CUST5575,2024-11-08,NetBanking
ORD12643,CUST4546,2024-09-04,NetBanking
ORD12644,CUST5293,2024-11-25,Card
ORD12645,CUST3822,2023-08-08,NetBanking
ORD12646,CUST3976,2024-05-30,Card
ORD12647,CUST4411,2023-12-27,Card
ORD12648,CUST2700,2024-07-06,NetBanking
ORD12649,CUST1434,2025-08-20,UPI
ORD12650,CUST4387,2024-04-21,NetBanking
ORD12651,CUST2287,2025-09-16,NetBanking
ORD12652,CUST1802,2024-11-11,COD
ORD12653,CUST1349,2025-02-22,UPI
ORD12654,CUST4059,2023-01-24,UPI
ORD12655,CUST4083,2023-08-01,COD
ORD12656,CUST2678,2025-10-19,NetBanking
ORD12657,CUST2280,2024-02-23,NetBanking
ORD12658,CUST1155,2024-11-23,COD
ORD12659,CUST5459,2023-04-08,NetBanking
ORD12660,CUST2652,2025-11-01,NetBanking
ORD12661,CUST1932,2024-12-25,NetBanking
ORD12662,CUST3677,2024-10-10,Card
ORD12663,CUST4522,2024-09-09,COD
ORD12664,CUST5252,2024-11-07,NetBanking
ORD12665,CUST4996,2024-08-02,COD
ORD12666,CUST2835,2024-06-05,NetBanking
ORD12667,CUST1399,2024-09-09,NetBanking
ORD12668,CUST1654,2025-06-02,UPI
ORD12669,CUST3312,2024-11-26,UPI
ORD12670,CUST3696,2024-01-30,Card
ORD12671,CUST3247,2024-12-22,Card
ORD12672,CUST2519,2023-04-15,COD
ORD12673,CUST1619,2024-09-11,Card
ORD12674,CUST5068,2023-07-11,COD
ORD12675,CUST2909,2025-04-02,NetBanking
ORD12676,CUST1913,2025-08-13,NetBanking
ORD12677,CUST5081,2024-06-04,UPI
ORD12678,CUST5470,2024-02-18,Card
ORD12679,CUST5801,2025-08-27,COD
ORD12680,CUST4996,2023-08-13,COD
ORD12681,CUST4937,2025-10-09,Card
ORD12682,CUST4296,2025-01-12,UPI
ORD12683,CUST3641,2023-05-29,Card
ORD12684,CUST3263,2024-11-04,COD
ORD12685,CUST4080,2024-03-09,Card
ORD12686,CUST4946,2024-01-22,UPI
ORD12687,CUST4489,2023-02-19,NetBanking
ORD12688,CUST1527,2023-09-27,Card
ORD12689,CUST4776,2024-05-14,Card
ORD12690,CUST2741,2025-06-22,Card
ORD12691,CUST4017,2024-10-13,Card
ORD12692,CUST1533,2022-12-24,NetBanking
ORD12693,CUST2780,2025-01-10,UPI
ORD12694,CUST5651,2024-10-11,Card
ORD12695,CUST1314,2024-06-27,NetBanking
ORD12696,CUST2237,2024-01-17,COD
ORD12697,CUST5362,2023-03-27,UPI
ORD12698,CUST4025,2024-02-16,COD
ORD12699,CUST1532,2024-04-08,Card
ORD12700,CUST4323,2024-03-23,NetBanking
ORD12701,CUST5802,2024-06-26,COD
ORD12702,CUST1182,2024-04-23,NetBanking
ORD12703,CUST5802,2023-05-02,Card
ORD12704,CUST2187,2023-07-18,UPI
ORD12705,CUST1129,2024-07-22,NetBanking
ORD12706,CUST2056,2023-03-08,NetBanking
ORD12707,CUST5518,2025-07-20,COD
ORD12708,CUST2128,2023-12-17,NetBanking
ORD12709,CUST1451,2023-05-28,COD
ORD12710,CUST4360,2024-09-10,COD
ORD12711,CUST3051,2024-11-26,NetBanking
ORD12712,CUST2226,2025-08-28,NetBanking
ORD12713,CUST5450,2025-08-03,COD
ORD12714,CUST4038,2024-09-16,UPI
ORD12715,CUST1414,2023-12-03,COD
ORD12716,CUST3397,2024-07-16,UPI
ORD12717,CUST4928,2023-05-13,NetBanking
ORD12718,CUST5428,2023-10-02,Card
ORD12719,CUST4052,2025-04-04,COD
ORD12720,CUST2348,2024-10-22,NetBanking
ORD12721,CUST4578,2025-05-22,COD
ORD12722,CUST3068,2024-04-18,UPI
ORD12723,CUST4577,2024-09-18,COD
ORD12724,CUST2504,2023-04-06,Card
ORD12725,CUST3601,2024-12-08,NetBanking
ORD12726,CUST4135,2023-08-21,COD
ORD12727,CUST5003,2024-02-04,COD
ORD12728,CUST3914,2024-12-12,NetBanking
ORD12729,CUST4627,2024-04-18,COD
ORD12730,CUST4281,2025-06-15,UPI
ORD12731,CUST1027,2025-09-25,UPI
ORD12732,CUST5512,2022-12-19,UPI
ORD12733,CUST5191,2024-10-28,NetBanking
ORD12734,CUST1510,2025-07-10,Card
ORD12735,CUST3709,2023-01-15,COD
ORD12736,CUST3401,2024-07-09,NetBanking
ORD12737,CUST5836,2025-02-24,NetBanking
ORD12738,CUST5318,2024-05-22,UPI
ORD12739,CUST3585,2024-05-10,Card
ORD12740,CUST2730,2022-12-05,COD
ORD12741,CUST1023,2023-05-14,Card
ORD12742,CUST2871,2025-07-27,COD
ORD12743,CUST2597,2023-09-04,Card
ORD12744,CUST5986,2024-02-19,UPI
ORD12745,CUST1429,2024-12-25,COD
ORD12746,CUST3916,2025-11-02,Card
ORD12747,CUST2983,2025-01-08,NetBanking
ORD12748,CUST3876,2023-11-28,COD
ORD12749,CUST2099,2023-04-18,Card
ORD12750,CUST3465,2024-11-25,Card
ORD12751,CUST3535,2025-07-07,UPI
ORD12752,CUST3569,2023-02-08,UPI
ORD12753,CUST3711,2024-11-08,COD
ORD12754,CUST2517,2023-05-08,COD
ORD12755,CUST1487,2024-02-12,NetBanking
ORD12756,CUST1592,2024-02-17,COD
ORD12757,CUST4066,2023-12-20,COD
ORD12758,CUST3978,2024-01-26,NetBanking
ORD12759,CUST1299,2024-07-25,COD
ORD12760,CUST5257,2024-03-30,UPI
ORD12761,CUST2843,2023-10-08,UPI
ORD12762,CUST3960,2025-07-21,UPI
ORD12763,CUST5367,2023-06-23,UPI
ORD12764,CUST4781,2024-09-09,UPI
ORD12765,CUST3302,2023-04-13,UPI
ORD12766,CUST2038,2023-01-05,Card
ORD12767,CUST3780,2023-10-28,COD
ORD12768,CUST1152,2024-02-15,NetBanking
ORD12769,CUST1792,2024-12-16,NetBanking
ORD12770,CUST1914,2023-03-22,Card
ORD12771,CUST5592,2024-11-30,NetBanking
ORD12772,CUST1436,2024-10-20,UPI
ORD12773,CUST4151,2024-04-28,COD
ORD12774,CUST3570,2023-01-15,Card
ORD12775,CUST1946,2024-10-12,NetBanking
ORD12776,CUST2081,2023-02-08,COD
ORD12777,CUST1976,2025-02-06,Card
ORD12778,CUST3319,2025-03-05,COD
ORD12779,CUST3683,2024-08-19,UPI
ORD12780,CUST4972,2025-04-26,UPI
ORD12781,CUST3527,2023-12-05,NetBanking
ORD12782,CUST5235,2023-11-30,COD
ORD12783,CUST5976,2024-10-13,COD
ORD12784,CUST3221,2024-01-07,Card
ORD12785,CUST3657,2024-03-27,UPI
ORD12786,CUST2355,2023-05-25,Card
ORD12787,CUST5451,2025-04-22,Card
ORD12788,CUST5383,2023-07-04,NetBanking
ORD12789,CUST2679,2025-06-05,UPI
ORD12790,CUST1029,2025-10-16,NetBanking
ORD12791,CUST2259,2024-09-22,UPI
ORD12792,CUST2601,2022-12-01,COD
ORD12793,CUST2797,2025-02-18,Card
ORD12794,CUST3220,2024-07-07,COD
ORD12795,CUST4406,2024-11-23,UPI
ORD12796,CUST4984,2025-05-06,COD
ORD12797,CUST3924,2025-07-20,COD
ORD12798,CUST4211,2023-05-16,Card
ORD12799,CUST4311,2025-06-01,COD
ORD12800,CUST1845,2025-07-06,COD
ORD12801,CUST4491,2025-11-20,NetBanking
ORD12802,CUST1616,2023-11-20,Card
ORD12803,CUST5539,2025-05-27,NetBanking
ORD12804,CUST4080,2023-11-09,NetBanking
ORD12805,CUST1850,2024-08-24,UPI
ORD12806,CUST3912,2023-08-17,NetBanking
ORD12807,CUST3526,2023-06-20,Card
ORD12808,CUST4149,2025-02-04,NetBanking
ORD12809,CUST5608,2022-12-31,UPI
ORD12810,CUST2141,2023-06-22,COD
ORD12811,CUST4203,2024-01-28,COD
ORD12812,CUST2531,2025-02-01,COD
ORD12813,CUST1461,2023-07-13,NetBanking
ORD12814,CUST3275,2024-10-12,NetBanking
ORD12815,CUST5078,2025-05-02,NetBanking
ORD12816,CUST5865,2025-10-29,COD
ORD12817,CUST2311,2024-09-27,UPI
ORD12818,CUST1336,2025-02-17,Card
ORD12819,CUST3570,2024-04-14,COD
ORD12820,CUST4062,2025-01-05,UPI
ORD12821,CUST1318,2025-03-28,NetBanking
ORD12822,CUST3391,2025-01-17,COD
ORD12823,CUST4646,2024-03-03,Card
ORD12824,CUST5450,2025-07-15,NetBanking
ORD12825,CUST4590,2025-09-22,Card
ORD12826,CUST5400,2023-09-11,Card
ORD12827,CUST4761,2025-09-24,COD
ORD12828,CUST1511,2024-10-03,NetBanking
ORD12829,CUST3383,2025-11-04,Card
ORD12830,CUST4818,2024-04-13,UPI
ORD12831,CUST5280,2023-10-06,UPI
ORD12832,CUST4531,2025-05-17,UPI
ORD12833,CUST1581,2024-04-22,UPI
ORD12834,CUST5999,2023-02-14,NetBanking
ORD12835,CUST3753,2023-11-22,NetBanking
ORD12836,CUST1456,2023-07-02,NetBanking
ORD12837,CUST3198,2023-05-09,UPI
ORD12838,CUST1545,2022-12-26,UPI
ORD12839,CUST1156,2025-08-29,NetBanking
ORD12840,CUST1285,2024-12-16,Card
ORD12841,CUST1808,2025-08-21,UPI
ORD12842,CUST4345,2024-11-13,NetBanking
ORD12843,CUST3377,2025-08-11,NetBanking
ORD12844,CUST5355,2022-12-31,UPI
ORD12845,CUST2476,2023-08-02,NetBanking
ORD12846,CUST2036,2023-07-02,NetBanking
ORD12847,CUST1607,2025-08-09,COD
ORD12848,CUST5290,2024-09-06,UPI
ORD12849,CUST2045,2023-03-19,COD
ORD12850,CUST1925,2022-11-27,COD
ORD12851,CUST5968,2023-11-23,COD
ORD12852,CUST1073,2023-04-06,Card
ORD12853,CUST3703,2023-10-23,COD
ORD12854,CUST4964,2025-05-25,Card
ORD12855,CUST5097,2024-09-11,COD
ORD12856,CUST4945,2023-09-01,Card
ORD12857,CUST4851,2023-11-30,Card
ORD12858,CUST5690,2023-06-16,UPI
ORD12859,CUST3431,2025-09-18,Card
ORD12860,CUST4208,2025-10-30,NetBanking
ORD12861,CUST2621,2025-10-06,UPI
ORD12862,CUST4323,2025-06-20,UPI
ORD12863,CUST1322,2025-05-15,UPI
ORD12864,CUST2255,2023-08-20,COD
ORD12865,CUST3155,2025-04-07,Card
ORD12866,CUST1480,2023-09-22,Card
ORD12867,CUST3850,2023-03-28,UPI
ORD12868,CUST4931,2025-04-23,COD
ORD12869,CUST5618,2023-05-24,Card
ORD12870,CUST4338,2025-11-11,NetBanking
ORD12871,CUST3926,2023-04-05,COD
ORD12872,CUST4151,2023-02-07,NetBanking
ORD12873,CUST5764,2024-04-13,COD
ORD12874,CUST4619,2023-09-11,Card
ORD12875,CUST3606,2025-09-16,NetBanking
ORD12876,CUST4189,2025-11-16,UPI
ORD12877,CUST3945,2023-05-08,Card
ORD12878,CUST2932,2024-11-06,COD
ORD12879,CUST5670,2023-01-02,UPI
ORD12880,CUST5902,2024-06-24,NetBanking
ORD12881,CUST3410,2024-06-06,UPI
ORD12882,CUST3114,2024-07-04,UPI
ORD12883,CUST4369,2025-05-26,NetBanking
ORD12884,CUST1676,2025-10-03,UPI
ORD12885,CUST1724,2023-02-22,UPI
ORD12886,CUST5356,2023-09-12,COD
ORD12887,CUST3202,2024-07-23,UPI
ORD12888,CUST1878,2024-04-17,NetBanking
ORD12889,CUST2609,2025-02-18,NetBanking
ORD12890,CUST4597,2024-01-13,UPI
ORD12891,CUST5449,2024-06-22,NetBanking
ORD12892,CUST1653,2024-05-07,Card
ORD12893,CUST4351,2023-04-30,COD
ORD12894,CUST2185,2024-05-29,COD
ORD12895,CUST3378,2025-11-15,Card
ORD12896,CUST2756,2023-05-15,Card
ORD12897,CUST2791,2024-02-29,UPI
ORD12898,CUST5255,2024-08-03,Card
ORD12899,CUST1985,2025-05-08,UPI
ORD12900,CUST4980,2024-12-29,COD
ORD12901,CUST1143,2024-04-18,COD
ORD12902,CUST2657,2024-11-03,Card
ORD12903,CUST4845,2022-12-24,Card
ORD12904,CUST4370,2024-03-03,Card
ORD12905,CUST2597,2025-11-07,Card
ORD12906,CUST1819,2023-10-25,Card
ORD12907,CUST3045,2024-12-21,NetBanking
ORD12908,CUST3475,2022-12-25,NetBanking
ORD12909,CUST4464,2023-07-23,COD
ORD12910,CUST4139,2023-02-24,Card
ORD12911,CUST5588,2023-12-29,UPI
ORD12912,CUST2581,2024-12-09,COD
ORD12913,CUST2484,2024-09-08,UPI
ORD12914,CUST2378,2025-04-04,Card
ORD12915,CUST2752,2024-03-23,NetBanking
ORD12916,CUST1798,2023-01-14,Card
ORD12917,CUST1670,2023-12-24,COD
ORD12918,CUST2972,2023-04-20,UPI
ORD12919,CUST4254,2024-12-10,NetBanking
ORD12920,CUST4667,2024-02-28,NetBanking
ORD12921,CUST2917,2023-01-19,NetBanking
ORD12922,CUST4721,2024-01-17,NetBanking
ORD12923,CUST5297,2023-05-17,Card
ORD12924,CUST3437,2025-06-04,Card
ORD12925,CUST1483,2022-11-24,NetBanking
ORD12926,CUST2968,2023-08-10,Card
ORD12927,CUST2825,2023-07-27,COD
ORD12928,CUST5027,2025-11-01,COD
ORD12929,CUST2533,2025-07-12,Card
ORD12930,CUST4802,2023-01-13,COD
ORD12931,CUST5954,2023-10-20,COD
ORD12932,CUST3140,2024-05-14,COD
ORD12933,CUST3429,2024-03-15,Card
ORD12934,CUST1385,2024-11-21,NetBanking
ORD12935,CUST4849,2023-04-07,UPI
ORD12936,CUST5290,2024-04-29,Card
ORD12937,CUST5949,2023-10-30,COD
ORD12938,CUST3358,2025-08-30,UPI
ORD12939,CUST4104,2024-12-28,UPI
ORD12940,CUST5941,2023-08-01,UPI
ORD12941,CUST3509,2024-09-14,COD
ORD12942,CUST5146,2025-05-30,NetBanking
ORD12943,CUST4693,2024-08-29,NetBanking
ORD12944,CUST3530,2025-03-01,Card
ORD12945,CUST2759,2025-05-13,Card
ORD12946,CUST4776,2025-05-02,NetBanking
ORD12947,CUST4812,2025-01-22,NetBanking
ORD12948,CUST2632,2022-12-11,UPI
ORD12949,CUST5763,2024-09-11,NetBanking
ORD12950,CUST1079,2025-02-22,COD
ORD12951,CUST3346,2023-12-05,Card
ORD12952,CUST3838,2023-02-28,Card
ORD12953,CUST4852,2023-08-17,NetBanking
ORD12954,CUST2343,2024-10-15,NetBanking
ORD12955,CUST3037,2024-12-24,NetBanking
ORD12956,CUST5429,2024-02-26,UPI
ORD12957,CUST3819,2024-03-12,COD
ORD12958,CUST4489,2024-08-25,Card
ORD12959,CUST4668,2022-12-25,UPI
ORD12960,CUST3696,2023-12-21,NetBanking
ORD12961,CUST4653,2025-01-10,Card
ORD12962,CUST1655,2024-05-10,COD
ORD12963,CUST4827,2023-10-11,Card
ORD12964,CUST3526,2024-02-19,Card
ORD12965,CUST1573,2025-04-19,NetBanking
ORD12966,CUST4013,2023-07-12,COD
ORD12967,CUST4733,2024-04-18,Card
ORD12968,CUST1895,2025-04-12,Card
ORD12969,CUST2988,2024-07-18,NetBanking
ORD12970,CUST3080,2023-03-27,Card
ORD12971,CUST5309,2024-05-03,NetBanking
ORD12972,CUST5999,2023-12-12,NetBanking
ORD12973,CUST1106,2024-10-23,Card
ORD12974,CUST2453,2023-06-12,UPI
ORD12975,CUST1771,2023-03-15,UPI
ORD12976,CUST5337,2025-05-09,UPI
ORD12977,CUST3904,2025-09-13,Card
ORD12978,CUST1823,2025-03-13,UPI
ORD12979,CUST2960,2024-10-12,Card
ORD12980,CUST3646,2023-03-21,NetBanking
ORD12981,CUST3552,2023-03-08,COD
ORD12982,CUST2725,2025-07-04,NetBanking
ORD12983,CUST3774,2025-03-13,Card
ORD12984,CUST2891,2023-04-15,COD
ORD12985,CUST5926,2024-04-23,Card
ORD12986,CUST3507,2022-12-27,Card
ORD12987,CUST4933,2023-11-30,NetBanking
ORD12988,CUST3939,2023-08-17,COD
ORD12989,CUST1675,2024-09-24,NetBanking
ORD12990,CUST2527,2025-10-14,NetBanking
ORD12991,CUST5040,2024-09-23,Card
ORD12992,CUST1320,2025-03-26,Card
ORD12993,CUST2558,2023-11-12,COD
ORD12994,CUST2620,2023-11-17,NetBanking
ORD12995,CUST2489,2023-05-16,COD
ORD12996,CUST5430,2025-02-28,COD
ORD12997,CUST2635,2024-01-04,Card
ORD12998,CUST3555,2025-10-13,UPI
ORD12999,CUST2313,2024-06-29,COD
ORD13000,CUST2582,2024-06-28,NetBanking
ORD13001,CUST3394,2023-07-22,COD
ORD13002,CUST2359,2025-09-13,UPI
ORD13003,CUST5568,2025-08-25,Card
ORD13004,CUST5843,2025-03-20,Card
ORD13005,CUST3991,2023-02-28,UPI
ORD13006,CUST2594,2024-05-15,UPI
ORD13007,CUST3779,2025-01-24,Card
ORD13008,CUST5715,2024-05-28,UPI
ORD13009,CUST4699,2023-10-21,UPI
ORD13010,CUST4433,2024-10-04,COD
ORD13011,CUST5570,2024-07-12,COD
ORD13012,CUST2128,2023-10-01,COD
ORD13013,CUST2180,2024-09-17,NetBanking
ORD13014,CUST4403,2025-04-01,UPI
ORD13015,CUST2569,2023-06-25,Card
ORD13016,CUST5237,2023-08-09,COD
ORD13017,CUST3086,2025-11-18,UPI
ORD13018,CUST2719,2025-10-27,NetBanking
ORD13019,CUST5161,2025-05-31,UPI
ORD13020,CUST1206,2024-08-20,UPI
ORD13021,CUST5873,2024-06-11,UPI
ORD13022,CUST1430,2025-06-04,NetBanking
ORD13023,CUST5210,2023-04-26,NetBanking
ORD13024,CUST1296,2022-12-31,NetBanking
ORD13025,CUST3724,2025-03-15,COD
ORD13026,CUST5747,2024-03-27,Card
ORD13027,CUST3517,2024-11-04,Card
ORD13028,CUST5215,2025-10-05,UPI
ORD13029,CUST2925,2024-01-23,Card
ORD13030,CUST5806,2024-07-08,COD
ORD13031,CUST1018,2024-09-22,Card
ORD13032,CUST1382,2023-05-11,NetBanking
ORD13033,CUST2054,2024-05-13,UPI
ORD13034,CUST2604,2024-03-18,Card
ORD13035,CUST5450,2023-08-31,COD
ORD13036,CUST2453,2024-12-15,Card
ORD13037,CUST3093,2024-12-05,Card
ORD13038,CUST1295,2024-02-15,Card
ORD13039,CUST3708,2023-04-08,Card
ORD13040,CUST2747,2024-12-22,Card
ORD13041,CUST4543,2025-10-08,UPI
ORD13042,CUST3223,2025-01-15,NetBanking
ORD13043,CUST4317,2025-07-29,NetBanking
ORD13044,CUST1943,2025-03-06,NetBanking
ORD13045,CUST4901,2024-05-12,Card
ORD13046,CUST4034,2024-11-25,NetBanking
ORD13047,CUST1432,2023-05-22,UPI
ORD13048,CUST4727,2025-07-25,COD
ORD13049,CUST5712,2023-04-26,COD
ORD13050,CUST2547,2023-03-03,Card
ORD13051,CUST1830,2024-03-18,NetBanking
ORD13052,CUST2838,2025-06-10,UPI
ORD13053,CUST5634,2023-06-14,Card
ORD13054,CUST2645,2024-02-26,NetBanking
ORD13055,CUST2236,2023-11-09,COD
ORD13056,CUST1214,2022-11-25,COD
ORD13057,CUST4645,2024-04-07,UPI
ORD13058,CUST4811,2024-08-15,UPI
ORD13059,CUST2267,2025-11-03,Card
ORD13060,CUST4007,2025-09-22,Card
ORD13061,CUST3415,2023-01-08,Card
ORD13062,CUST2139,2025-07-05,UPI
ORD13063,CUST5695,2024-02-28,UPI
ORD13064,CUST5549,2023-10-15,NetBanking
ORD13065,CUST1410,2023-04-25,Card
ORD13066,CUST4059,2023-12-24,Card
ORD13067,CUST4386,2025-07-11,Card
ORD13068,CUST5612,2023-06-06,NetBanking
ORD13069,CUST5356,2024-08-06,NetBanking
ORD13070,CUST3271,2024-08-14,UPI
ORD13071,CUST2696,2025-09-16,Card
ORD13072,CUST1332,2025-01-18,COD
ORD13073,CUST2912,2023-12-10,UPI
ORD13074,CUST5710,2023-11-23,Card
ORD13075,CUST5434,2025-07-13,UPI
ORD13076,CUST2571,2025-03-08,UPI
ORD13077,CUST3554,2023-10-22,Card
ORD13078,CUST4691,2024-06-11,Card
ORD13079,CUST4487,2024-04-05,UPI
ORD13080,CUST3942,2023-10-10,COD
ORD13081,CUST4581,2022-12-18,UPI
ORD13082,CUST4050,2025-03-31,UPI
ORD13083,CUST1785,2025-01-12,UPI
ORD13084,CUST1281,2025-01-01,Card
ORD13085,CUST3143,2024-06-24,COD
ORD13086,CUST4639,2025-01-23,COD
ORD13087,CUST1278,2025-02-19,COD
ORD13088,CUST2537,2024-11-28,UPI
ORD13089,CUST2440,2024-01-27,UPI
ORD13090,CUST2238,2024-08-30,COD
ORD13091,CUST5298,2025-11-10,NetBanking
ORD13092,CUST4076,2023-04-09,Card
ORD13093,CUST2544,2025-01-29,COD
ORD13094,CUST5866,2023-09-14,COD
ORD13095,CUST1663,2023-12-29,NetBanking
ORD13096,CUST5359,2025-02-24,COD
ORD13097,CUST3809,2023-04-20,NetBanking
ORD13098,CUST5817,2025-05-07,UPI
ORD13099,CUST5877,2025-09-21,UPI
ORD13100,CUST1109,2024-06-23,NetBanking
ORD13101,CUST2682,2023-05-15,Card
ORD13102,CUST5024,2023-10-03,COD
ORD13103,CUST3315,2023-05-12,UPI
ORD13104,CUST4045,2022-12-13,UPI
ORD13105,CUST2951,2025-07-07,COD
ORD13106,CUST4468,2024-06-24,Card
ORD13107,CUST2964,2025-05-21,COD
ORD13108,CUST4396,2025-02-12,NetBanking
ORD13109,CUST4399,2023-12-16,COD
ORD13110,CUST4111,2023-08-22,COD
ORD13111,CUST2017,2025-04-01,UPI
ORD13112,CUST5124,2023-06-05,NetBanking
ORD13113,CUST4848,2024-12-14,Card
ORD13114,CUST5578,2023-07-31,UPI
ORD13115,CUST1983,2023-02-22,Card
ORD13116,CUST2842,2023-11-21,Card
ORD13117,CUST1924,2025-10-06,UPI
ORD13118,CUST1704,2024-12-05,NetBanking
ORD13119,CUST5133,2024-11-22,Card
ORD13120,CUST4897,2024-02-25,NetBanking
ORD13121,CUST5320,2023-05-31,COD
ORD13122,CUST4953,2023-12-02,COD
ORD13123,CUST4132,2023-11-23,NetBanking
ORD13124,CUST2905,2023-09-09,NetBanking
ORD13125,CUST4978,2024-08-24,NetBanking
ORD13126,CUST5476,2025-04-15,UPI
ORD13127,CUST2169,2023-09-06,COD
ORD13128,CUST2464,2024-01-01,NetBanking
ORD13129,CUST2157,2025-06-05,NetBanking
ORD13130,CUST5389,2024-06-03,COD
ORD13131,CUST3240,2024-04-05,Card
ORD13132,CUST3177,2023-11-21,UPI
ORD13133,CUST1955,2023-05-20,COD
