order_item_id,order_id,product_id,quantity,unit_price,total_price
ITEM105466,ORD11058,PROD1129,8,4260.41,34083.28
ITEM105467,ORD13153,PROD1120,1,1446.78,1446.78
ITEM105468,ORD10008,PROD1027,1,1234.51,1234.51
ITEM105469,ORD21268,PROD1252,10,4092.95,40929.5
ITEM105470,ORD22981,PROD1220,4,175.68,702.72
ITEM105471,ORD16689,PROD1234,8,747.88,5983.04
ITEM105472,ORD22056,PROD1152,4,4899.54,19598.16
ITEM105473,ORD21305,PROD1008,9,4741.88,42676.92
ITEM105474,ORD18153,PROD1121,4,3347.35,13389.4
ITEM105475,ORD13257,PROD1156,9,1519.27,13673.43
ITEM105476,ORD12491,PROD1248,5,1644.28,8221.4
ITEM105477,ORD19625,PROD1000,6,2046.02,12276.12
ITEM105478,ORD11701,PROD1229,2,1233.33,2466.66
ITEM105479,ORD24748,PROD1055,2,3039.56,6079.12
ITEM105480,ORD19720,PROD1182,9,2159.95,19439.55
ITEM105481,ORD21161,PROD1264,4,608.23,2432.92
ITEM105482,ORD17858,PROD1058,3,824.44,2473.32
ITEM105483,ORD17511,PROD1232,1,1252.72,1252.72
ITEM105484,ORD20673,PROD1181,9,1399.79,12598.11
ITEM105485,ORD20862,PROD1134,6,626.82,3760.92
ITEM105486,ORD22495,PROD1285,1,4189.26,4189.26
ITEM105487,ORD16997,PROD1197,6,3522.61,21135.66
ITEM105488,ORD22231,PROD1294,6,2805.62,16833.72
ITEM105489,ORD23286,PROD1138,7,4627.04,32389.28
ITEM105490,ORD23216,PROD1230,8,2789.92,22319.36
ITEM105491,ORD22132,PROD1192,6,3111.02,18666.12
ITEM105492,ORD11051,PROD1019,5,3243.18,16215.9
ITEM105493,ORD24550,PROD1251,3,1519.65,4558.95
ITEM105494,ORD21443,PROD1102,8,232.42,1859.36
ITEM105495,ORD14872,PROD1145,3,1855.0,5565.0
ITEM105496,ORD19503,PROD1023,6,2050.0,12300.0
ITEM105497,ORD14941,PROD1125,5,626.25,3131.25
ITEM105498,ORD19196,PROD1157,10,1721.69,17216.9
ITEM105499,ORD15854,PROD1241,4,599.63,2398.52
ITEM105500,ORD21458,PROD1140,2,3050.51,6101.02
ITEM105501,ORD15934,PROD1038,10,2632.72,26327.2
ITEM105502,ORD17045,PROD1137,5,1346.58,6732.9
ITEM105503,ORD19090,PROD1146,4,2519.34,10077.36
ITEM105504,ORD12082,PROD1249,5,3106.19,15530.95
ITEM105505,ORD17252,PROD1284,10,3056.86,30568.6
ITEM105506,ORD19535,PROD1108,5,3704.03,18520.15
ITEM105507,ORD24378,PROD1079,1,3543.11,3543.11
ITEM105508,ORD13495,PROD1218,9,4863.62,43772.58
ITEM105509,ORD23527,PROD1180,5,282.77,1413.85
ITEM105510,ORD16663,PROD1250,5,3133.08,15665.4
ITEM105511,ORD12356,PROD1296,4,2238.14,8952.56
ITEM105512,ORD10693,PROD1009,10,3461.14,34611.4
ITEM105513,ORD22987,PROD1262,6,2076.04,12456.24
ITEM105514,ORD23523,PROD1187,1,1486.93,1486.93
ITEM105515,ORD11142,PROD1226,4,759.3,3037.2
ITEM105516,ORD24937,PROD1089,8,3456.71,27653.68
ITEM105517,ORD19955,PROD1104,8,3591.53,28732.24
ITEM105518,ORD21594,PROD1130,7,4864.62,34052.34
ITEM105519,ORD14185,PROD1291,3,3115.96,9347.88
ITEM105520,ORD12086,PROD1066,1,236.67,236.67
ITEM105521,ORD22212,PROD1281,4,1103.66,4414.64
ITEM105522,ORD23451,PROD1205,8,452.05,3616.4
ITEM105523,ORD12740,PROD1001,4,645.25,2581.0
ITEM105524,ORD21540,PROD1056,10,426.14,4261.4
ITEM105525,ORD21118,PROD1030,5,660.5,3302.5
ITEM105526,ORD18510,PROD1114,5,3339.09,16695.45
ITEM105527,ORD19041,PROD1156,3,1519.27,4557.81
ITEM105528,ORD11696,PROD1200,9,3087.05,27783.45
ITEM105529,ORD14251,PROD1298,2,856.75,1713.5
ITEM105530,ORD22620,PROD1078,1,2486.64,2486.64
ITEM105531,ORD24744,PROD1280,3,3671.85,11015.55
ITEM105532,ORD10609,PROD1020,6,1132.25,6793.5
ITEM105533,ORD23840,PROD1130,5,4864.62,24323.1
ITEM105534,ORD11584,PROD1011,6,1130.33,6781.98
ITEM105535,ORD11087,PROD1207,9,1554.5,13990.5
ITEM105536,ORD13869,PROD1103,9,3335.25,30017.25
ITEM105537,ORD17222,PROD1227,9,4826.71,43440.39
ITEM105538,ORD23529,PROD1266,8,2406.44,19251.52
ITEM105539,ORD10686,PROD1241,2,599.63,1199.26
ITEM105540,ORD12936,PROD1140,10,3050.51,30505.1
ITEM105541,ORD19408,PROD1089,4,3456.71,13826.84
ITEM105542,ORD24343,PROD1225,3,2079.31,6237.93
ITEM105543,ORD15577,PROD1119,10,1981.72,19817.2
ITEM105544,ORD10988,PROD1285,3,4189.26,12567.78
ITEM105545,ORD19499,PROD1182,5,2159.95,10799.75
ITEM105546,ORD17776,PROD1273,9,612.55,5512.95
ITEM105547,ORD14363,PROD1125,2,626.25,1252.5
ITEM105548,ORD17534,PROD1065,3,1387.72,4163.16
ITEM105549,ORD24504,PROD1016,8,2581.93,20655.44
ITEM105550,ORD14332,PROD1060,9,236.58,2129.22
ITEM105551,ORD14493,PROD1026,10,3252.12,32521.2
ITEM105552,ORD11215,PROD1027,8,1234.51,9876.08
ITEM105553,ORD12825,PROD1059,1,404.16,404.16
ITEM105554,ORD20859,PROD1050,7,4002.16,28015.12
ITEM105555,ORD22675,PROD1028,3,4096.2,12288.6
ITEM105556,ORD22853,PROD1166,3,699.22,2097.66
ITEM105557,ORD12618,PROD1134,4,626.82,2507.28
ITEM105558,ORD13992,PROD1055,2,3039.56,6079.12
ITEM105559,ORD23767,PROD1265,10,2046.66,20466.6
ITEM105560,ORD10160,PROD1292,3,2144.35,6433.05
ITEM105561,ORD19525,PROD1016,5,2581.93,12909.65
ITEM105562,ORD10451,PROD1096,2,2109.21,4218.42
ITEM105563,ORD19553,PROD1147,2,159.34,318.68
ITEM105564,ORD19328,PROD1165,2,2690.86,5381.72
ITEM105565,ORD22974,PROD1267,2,170.83,341.66
ITEM105566,ORD17518,PROD1266,8,2406.44,19251.52
ITEM105567,ORD14173,PROD1192,10,3111.02,31110.2
ITEM105568,ORD22616,PROD1109,10,3331.09,33310.9
ITEM105569,ORD17726,PROD1160,1,2908.97,2908.97
ITEM105570,ORD10536,PROD1067,6,4297.16,25782.96
ITEM105571,ORD24675,PROD1269,1,1436.17,1436.17
ITEM105572,ORD20108,PROD1018,8,1433.44,11467.52
ITEM105573,ORD20291,PROD1276,2,1112.55,2225.1
ITEM105574,ORD18005,PROD1287,5,4207.0,21035.0
ITEM105575,ORD14027,PROD1298,8,856.75,6854.0
ITEM105576,ORD23488,PROD1143,3,2409.9,7229.7
ITEM105577,ORD11071,PROD1085,10,3549.13,35491.3
ITEM105578,ORD22376,PROD1289,9,3320.42,29883.78
ITEM105579,ORD14144,PROD1003,9,1789.04,16101.36
ITEM105580,ORD23403,PROD1107,9,4785.24,43067.16
ITEM105581,ORD23780,PROD1065,3,1387.72,4163.16
ITEM105582,ORD24145,PROD1013,6,3071.65,18429.9
ITEM105583,ORD14281,PROD1111,4,2209.72,8838.88
ITEM105584,ORD18800,PROD1226,4,759.3,3037.2
ITEM105585,ORD15255,PROD1172,10,3825.69,38256.9
ITEM105586,ORD18904,PROD1039,3,1698.89,5096.67
ITEM105587,ORD11067,PROD1089,5,3456.71,17283.55
ITEM105588,ORD15879,PROD1068,8,4119.0,32952.0
ITEM105589,ORD21036,PROD1280,5,3671.85,18359.25
ITEM105590,ORD22387,PROD1299,6,3341.64,20049.84
ITEM105591,ORD10504,PROD1010,8,3169.27,25354.16
ITEM105592,ORD13749,PROD1040,6,921.57,5529.42
ITEM105593,ORD23916,PROD1114,8,3339.09,26712.72
ITEM105594,ORD12747,PROD1017,4,4469.71,17878.84
ITEM105595,ORD10572,PROD1037,7,3530.95,24716.65
ITEM105596,ORD14334,PROD1174,9,4789.55,43105.95
ITEM105597,ORD13461,PROD1002,9,2372.41,21351.69
ITEM105598,ORD11774,PROD1095,1,795.75,795.75
ITEM105599,ORD12234,PROD1008,1,4741.88,4741.88
ITEM105600,ORD15799,PROD1055,7,3039.56,21276.92
ITEM105601,ORD15656,PROD1221,7,3590.66,25134.62
ITEM105602,ORD18694,PROD1098,9,4297.49,38677.41
ITEM105603,ORD23023,PROD1050,8,4002.16,32017.28
ITEM105604,ORD22769,PROD1236,2,3643.72,7287.44
ITEM105605,ORD21579,PROD1135,9,4872.38,43851.42
ITEM105606,ORD21132,PROD1213,7,4243.83,29706.81
ITEM105607,ORD18768,PROD1283,8,2364.48,18915.84
ITEM105608,ORD21229,PROD1084,3,3372.26,10116.78
ITEM105609,ORD24584,PROD1295,1,4553.94,4553.94
ITEM105610,ORD22968,PROD1279,4,4307.02,17228.08
ITEM105611,ORD10908,PROD1242,2,4597.59,9195.18
ITEM105612,ORD16489,PROD1244,8,1210.8,9686.4
ITEM105613,ORD13763,PROD1051,5,1144.44,5722.2
ITEM105614,ORD19090,PROD1091,1,2645.13,2645.13
ITEM105615,ORD14150,PROD1120,9,1446.78,13021.02
ITEM105616,ORD23849,PROD1221,6,3590.66,21543.96
ITEM105617,ORD23360,PROD1242,4,4597.59,18390.36
ITEM105618,ORD22136,PROD1272,3,2463.29,7389.87
ITEM105619,ORD12213,PROD1294,3,2805.62,8416.86
ITEM105620,ORD17704,PROD1048,1,1997.9,1997.9
ITEM105621,ORD21570,PROD1009,7,3461.14,24227.98
ITEM105622,ORD17735,PROD1202,1,1253.59,1253.59
ITEM105623,ORD23680,PROD1183,8,3910.39,31283.12
ITEM105624,ORD18289,PROD1029,5,3178.8,15894.0
ITEM105625,ORD22465,PROD1013,3,3071.65,9214.95
ITEM105626,ORD11501,PROD1274,4,2226.43,8905.72
ITEM105627,ORD13103,PROD1209,5,4542.21,22711.05
ITEM105628,ORD21959,PROD1084,5,3372.26,16861.3
ITEM105629,ORD11156,PROD1106,4,884.73,3538.92
ITEM105630,ORD18060,PROD1197,8,3522.61,28180.88
ITEM105631,ORD12171,PROD1299,5,3341.64,16708.2
ITEM105632,ORD19911,PROD1054,5,2198.39,10991.95
ITEM105633,ORD10482,PROD1286,6,4381.29,26287.74
ITEM105634,ORD19680,PROD1184,10,1753.73,17537.3
ITEM105635,ORD17413,PROD1275,1,4493.4,4493.4
ITEM105636,ORD24338,PROD1153,7,1694.42,11860.94
ITEM105637,ORD21887,PROD1107,9,4785.24,43067.16
ITEM105638,ORD19792,PROD1046,2,3864.45,7728.9
ITEM105639,ORD10567,PROD1260,10,2461.54,24615.4
ITEM105640,ORD12548,PROD1245,4,664.94,2659.76
ITEM105641,ORD10271,PROD1079,7,3543.11,24801.77
ITEM105642,ORD24532,PROD1017,5,4469.71,22348.55
ITEM105643,ORD11370,PROD1104,6,3591.53,21549.18
ITEM105644,ORD23205,PROD1102,5,232.42,1162.1
ITEM105645,ORD10372,PROD1134,2,626.82,1253.64
ITEM105646,ORD12417,PROD1291,9,3115.96,28043.64
ITEM105647,ORD18494,PROD1021,5,3011.42,15057.1
ITEM105648,ORD13913,PROD1074,3,4842.78,14528.34
ITEM105649,ORD14761,PROD1209,6,4542.21,27253.26
ITEM105650,ORD18189,PROD1013,4,3071.65,12286.6
ITEM105651,ORD24918,PROD1196,9,2737.43,24636.87
ITEM105652,ORD20100,PROD1091,9,2645.13,23806.17
ITEM105653,ORD21919,PROD1247,8,1865.62,14924.96
ITEM105654,ORD17586,PROD1220,9,175.68,1581.12
ITEM105655,ORD21015,PROD1119,9,1981.72,17835.48
ITEM105656,ORD23549,PROD1115,7,4280.26,29961.82
ITEM105657,ORD20258,PROD1113,1,3940.66,3940.66
ITEM105658,ORD18745,PROD1211,10,4093.38,40933.8
ITEM105659,ORD22501,PROD1000,9,2046.02,18414.18
ITEM105660,ORD12452,PROD1066,7,236.67,1656.69
ITEM105661,ORD21700,PROD1056,8,426.14,3409.12
ITEM105662,ORD16935,PROD1215,9,1173.43,10560.87
ITEM105663,ORD18416,PROD1246,3,4265.88,12797.64
ITEM105664,ORD15447,PROD1009,5,3461.14,17305.7
ITEM105665,ORD23825,PROD1237,8,2037.32,16298.56
ITEM105666,ORD18932,PROD1150,3,1711.21,5133.63
ITEM105667,ORD17357,PROD1007,2,2325.72,4651.44
ITEM105668,ORD17066,PROD1211,7,4093.38,28653.66
ITEM105669,ORD24417,PROD1062,6,4075.68,24454.08
ITEM105670,ORD13291,PROD1258,6,4736.5,28419.0
ITEM105671,ORD21086,PROD1219,1,1189.87,1189.87
ITEM105672,ORD16965,PROD1198,9,3896.71,35070.39
ITEM105673,ORD23409,PROD1115,4,4280.26,17121.04
ITEM105674,ORD21860,PROD1218,7,4863.62,34045.34
ITEM105675,ORD19721,PROD1049,3,4206.01,12618.03
ITEM105676,ORD15608,PROD1163,1,1981.2,1981.2
ITEM105677,ORD20220,PROD1029,4,3178.8,12715.2
ITEM105678,ORD12284,PROD1035,1,4329.66,4329.66
ITEM105679,ORD21361,PROD1207,2,1554.5,3109.0
ITEM105680,ORD24594,PROD1162,6,2276.21,13657.26
ITEM105681,ORD16071,PROD1168,4,1662.65,6650.6
ITEM105682,ORD10017,PROD1059,5,404.16,2020.8
ITEM105683,ORD14397,PROD1019,6,3243.18,19459.08
ITEM105684,ORD22336,PROD1298,2,856.75,1713.5
ITEM105685,ORD11706,PROD1214,6,740.61,4443.66
ITEM105686,ORD16223,PROD1220,9,175.68,1581.12
ITEM105687,ORD16968,PROD1108,1,3704.03,3704.03
ITEM105688,ORD15948,PROD1270,8,823.99,6591.92
ITEM105689,ORD20779,PROD1107,7,4785.24,33496.68
ITEM105690,ORD20863,PROD1149,3,3789.1,11367.3
ITEM105691,ORD10859,PROD1126,10,2513.07,25130.7
ITEM105692,ORD22655,PROD1210,4,2893.65,11574.6
ITEM105693,ORD18857,PROD1030,7,660.5,4623.5
ITEM105694,ORD14198,PROD1224,7,2155.03,15085.21
ITEM105695,ORD22663,PROD1234,2,747.88,1495.76
ITEM105696,ORD22760,PROD1090,6,1204.96,7229.76
ITEM105697,ORD15885,PROD1123,1,3883.3,3883.3
ITEM105698,ORD20931,PROD1109,2,3331.09,6662.18
ITEM105699,ORD11211,PROD1092,7,4032.67,28228.69
ITEM105700,ORD11731,PROD1180,3,282.77,848.31
ITEM105701,ORD20681,PROD1142,2,3060.45,6120.9
ITEM105702,ORD23400,PROD1139,7,2449.39,17145.73
ITEM105703,ORD16144,PROD1099,1,2544.04,2544.04
ITEM105704,ORD10621,PROD1203,6,970.58,5823.48
ITEM105705,ORD16525,PROD1169,2,3218.73,6437.46
ITEM105706,ORD24024,PROD1166,1,699.22,699.22
ITEM105707,ORD24098,PROD1171,5,4799.24,23996.2
ITEM105708,ORD16168,PROD1146,10,2519.34,25193.4
ITEM105709,ORD15324,PROD1018,4,1433.44,5733.76
ITEM105710,ORD11116,PROD1276,10,1112.55,11125.5
ITEM105711,ORD11402,PROD1004,6,2746.46,16478.76
ITEM105712,ORD23991,PROD1145,4,1855.0,7420.0
ITEM105713,ORD16529,PROD1174,6,4789.55,28737.3
ITEM105714,ORD11965,PROD1031,10,3680.01,36800.1
ITEM105715,ORD19724,PROD1072,2,1223.57,2447.14
ITEM105716,ORD16552,PROD1277,5,4533.34,22666.7
ITEM105717,ORD10782,PROD1141,8,439.38,3515.04
ITEM105718,ORD15607,PROD1251,2,1519.65,3039.3
ITEM105719,ORD20936,PROD1191,4,1130.89,4523.56
ITEM105720,ORD18605,PROD1069,9,1643.69,14793.21
ITEM105721,ORD22514,PROD1067,1,4297.16,4297.16
ITEM105722,ORD23067,PROD1264,9,608.23,5474.07
ITEM105723,ORD21493,PROD1176,5,2837.8,14189.0
ITEM105724,ORD10913,PROD1153,3,1694.42,5083.26
ITEM105725,ORD10606,PROD1169,10,3218.73,32187.3
ITEM105726,ORD22432,PROD1095,4,795.75,3183.0
ITEM105727,ORD21129,PROD1236,3,3643.72,10931.16
ITEM105728,ORD14809,PROD1156,8,1519.27,12154.16
ITEM105729,ORD24218,PROD1059,10,404.16,4041.6
ITEM105730,ORD21383,PROD1257,2,1774.55,3549.1
ITEM105731,ORD23381,PROD1271,7,3320.4,23242.8
ITEM105732,ORD12735,PROD1141,8,439.38,3515.04
ITEM105733,ORD12131,PROD1230,1,2789.92,2789.92
ITEM105734,ORD20792,PROD1092,2,4032.67,8065.34
ITEM105735,ORD10430,PROD1043,7,888.64,6220.48
ITEM105736,ORD23332,PROD1132,9,3538.86,31849.74
ITEM105737,ORD11547,PROD1237,4,2037.32,8149.28
ITEM105738,ORD14313,PROD1079,5,3543.11,17715.55
ITEM105739,ORD11053,PROD1086,4,1500.17,6000.68
ITEM105740,ORD19315,PROD1205,1,452.05,452.05
ITEM105741,ORD12965,PROD1286,3,4381.29,13143.87
ITEM105742,ORD12262,PROD1006,7,2549.51,17846.57
ITEM105743,ORD19304,PROD1170,8,3691.51,29532.08
ITEM105744,ORD16134,PROD1193,6,1804.61,10827.66
ITEM105745,ORD22658,PROD1288,10,3376.8,33768.0
ITEM105746,ORD13579,PROD1163,9,1981.2,17830.8
ITEM105747,ORD15609,PROD1253,8,1019.7,8157.6
ITEM105748,ORD13049,PROD1144,10,754.84,7548.4
ITEM105749,ORD15267,PROD1221,9,3590.66,32315.94
ITEM105750,ORD10417,PROD1191,3,1130.89,3392.67
ITEM105751,ORD11215,PROD1265,6,2046.66,12279.96
ITEM105752,ORD22715,PROD1019,10,3243.18,32431.8
ITEM105753,ORD22269,PROD1230,5,2789.92,13949.6
ITEM105754,ORD20265,PROD1059,4,404.16,1616.64
ITEM105755,ORD19346,PROD1218,1,4863.62,4863.62
ITEM105756,ORD22203,PROD1029,9,3178.8,28609.2
ITEM105757,ORD21676,PROD1038,4,2632.72,10530.88
ITEM105758,ORD22561,PROD1251,10,1519.65,15196.5
ITEM105759,ORD23493,PROD1076,1,3761.52,3761.52
ITEM105760,ORD21926,PROD1242,5,4597.59,22987.95
ITEM105761,ORD11074,PROD1148,3,1002.06,3006.18
ITEM105762,ORD12483,PROD1225,3,2079.31,6237.93
ITEM105763,ORD11797,PROD1260,2,2461.54,4923.08
ITEM105764,ORD15447,PROD1118,6,3123.46,18740.76
ITEM105765,ORD15537,PROD1222,3,459.73,1379.19
ITEM105766,ORD11005,PROD1288,3,3376.8,10130.4
ITEM105767,ORD18965,PROD1298,9,856.75,7710.75
ITEM105768,ORD17876,PROD1077,1,4387.1,4387.1
ITEM105769,ORD18086,PROD1100,4,1921.0,7684.0
ITEM105770,ORD17337,PROD1205,1,452.05,452.05
ITEM105771,ORD19932,PROD1165,8,2690.86,21526.88
ITEM105772,ORD13280,PROD1160,10,2908.97,29089.7
ITEM105773,ORD19567,PROD1127,4,4256.09,17024.36
ITEM105774,ORD13306,PROD1081,7,3530.46,24713.22
ITEM105775,ORD12170,PROD1030,1,660.5,660.5
ITEM105776,ORD24228,PROD1163,4,1981.2,7924.8
ITEM105777,ORD19066,PROD1218,5,4863.62,24318.1
ITEM105778,ORD12284,PROD1058,5,824.44,4122.2
ITEM105779,ORD17318,PROD1161,3,2227.52,6682.56
ITEM105780,ORD18731,PROD1257,6,1774.55,10647.3
ITEM105781,ORD23245,PROD1084,9,3372.26,30350.34
ITEM105782,ORD24939,PROD1004,7,2746.46,19225.22
ITEM105783,ORD14730,PROD1010,1,3169.27,3169.27
ITEM105784,ORD20717,PROD1129,1,4260.41,4260.41
ITEM105785,ORD11744,PROD1058,3,824.44,2473.32
ITEM105786,ORD21019,PROD1193,3,1804.61,5413.83
ITEM105787,ORD24027,PROD1188,4,1410.9,5643.6
ITEM105788,ORD18510,PROD1144,9,754.84,6793.56
ITEM105789,ORD24907,PROD1269,10,1436.17,14361.7
ITEM105790,ORD20536,PROD1298,1,856.75,856.75
ITEM105791,ORD16861,PROD1281,9,1103.66,9932.94
ITEM105792,ORD17233,PROD1186,8,2078.45,16627.6
ITEM105793,ORD14466,PROD1161,1,2227.52,2227.52
ITEM105794,ORD14745,PROD1145,8,1855.0,14840.0
ITEM105795,ORD15693,PROD1058,7,824.44,5771.08
ITEM105796,ORD15606,PROD1091,4,2645.13,10580.52
ITEM105797,ORD14841,PROD1041,6,3083.61,18501.66
ITEM105798,ORD10558,PROD1046,2,3864.45,7728.9
ITEM105799,ORD15125,PROD1030,9,660.5,5944.5
ITEM105800,ORD24776,PROD1146,5,2519.34,12596.7
ITEM105801,ORD23247,PROD1171,4,4799.24,19196.96
ITEM105802,ORD15024,PROD1167,10,2295.54,22955.4
ITEM105803,ORD18564,PROD1021,4,3011.42,12045.68
ITEM105804,ORD22926,PROD1115,4,4280.26,17121.04
ITEM105805,ORD24065,PROD1175,2,3343.25,6686.5
ITEM105806,ORD16731,PROD1067,7,4297.16,30080.12
ITEM105807,ORD17073,PROD1284,1,3056.86,3056.86
ITEM105808,ORD19026,PROD1170,9,3691.51,33223.59
ITEM105809,ORD18463,PROD1272,7,2463.29,17243.03
ITEM105810,ORD10642,PROD1225,4,2079.31,8317.24
ITEM105811,ORD23657,PROD1118,10,3123.46,31234.6
ITEM105812,ORD24212,PROD1050,5,4002.16,20010.8
ITEM105813,ORD18124,PROD1027,9,1234.51,11110.59
ITEM105814,ORD14448,PROD1123,7,3883.3,27183.1
ITEM105815,ORD24153,PROD1137,10,1346.58,13465.8
ITEM105816,ORD14879,PROD1029,10,3178.8,31788.0
ITEM105817,ORD17907,PROD1266,2,2406.44,4812.88
ITEM105818,ORD13700,PROD1285,5,4189.26,20946.3
ITEM105819,ORD13790,PROD1089,4,3456.71,13826.84
ITEM105820,ORD19839,PROD1287,1,4207.0,4207.0
ITEM105821,ORD13873,PROD1043,5,888.64,4443.2
ITEM105822,ORD23328,PROD1198,4,3896.71,15586.84
ITEM105823,ORD10447,PROD1055,7,3039.56,21276.92
ITEM105824,ORD19000,PROD1051,4,1144.44,4577.76
ITEM105825,ORD12290,PROD1104,1,3591.53,3591.53
ITEM105826,ORD16550,PROD1093,5,167.84,839.2
ITEM105827,ORD13472,PROD1110,5,189.61,948.05
ITEM105828,ORD20410,PROD1139,10,2449.39,24493.9
ITEM105829,ORD22237,PROD1283,3,2364.48,7093.44
ITEM105830,ORD13853,PROD1229,5,1233.33,6166.65
ITEM105831,ORD20098,PROD1228,7,493.12,3451.84
ITEM105832,ORD13079,PROD1032,6,1517.99,9107.94
ITEM105833,ORD13865,PROD1205,8,452.05,3616.4
ITEM105834,ORD15210,PROD1059,6,404.16,2424.96
ITEM105835,ORD21066,PROD1206,3,625.62,1876.86
ITEM105836,ORD17225,PROD1236,6,3643.72,21862.32
ITEM105837,ORD13865,PROD1172,7,3825.69,26779.83
ITEM105838,ORD18898,PROD1005,9,3427.98,30851.82
ITEM105839,ORD11022,PROD1205,8,452.05,3616.4
ITEM105840,ORD17248,PROD1068,3,4119.0,12357.0
ITEM105841,ORD10684,PROD1290,7,4478.66,31350.62
ITEM105842,ORD19067,PROD1030,10,660.5,6605.0
ITEM105843,ORD11938,PROD1130,10,4864.62,48646.2
ITEM105844,ORD23045,PROD1156,3,1519.27,4557.81
ITEM105845,ORD23648,PROD1207,1,1554.5,1554.5
ITEM105846,ORD19789,PROD1266,8,2406.44,19251.52
ITEM105847,ORD13096,PROD1217,5,2243.12,11215.6
ITEM105848,ORD20196,PROD1166,4,699.22,2796.88
ITEM105849,ORD11799,PROD1273,9,612.55,5512.95
ITEM105850,ORD12063,PROD1238,5,3472.3,17361.5
ITEM105851,ORD22058,PROD1288,1,3376.8,3376.8
ITEM105852,ORD21962,PROD1155,10,2189.7,21897.0
ITEM105853,ORD22765,PROD1118,6,3123.46,18740.76
ITEM105854,ORD11148,PROD1003,10,1789.04,17890.4
ITEM105855,ORD19316,PROD1270,1,823.99,823.99
ITEM105856,ORD22802,PROD1231,4,666.04,2664.16
ITEM105857,ORD19941,PROD1251,6,1519.65,9117.9
ITEM105858,ORD23247,PROD1164,5,1909.34,9546.7
ITEM105859,ORD20508,PROD1195,3,2170.32,6510.96
ITEM105860,ORD13233,PROD1238,5,3472.3,17361.5
ITEM105861,ORD12684,PROD1188,5,1410.9,7054.5
ITEM105862,ORD15259,PROD1119,10,1981.72,19817.2
ITEM105863,ORD21556,PROD1245,8,664.94,5319.52
ITEM105864,ORD24395,PROD1270,5,823.99,4119.95
ITEM105865,ORD15643,PROD1041,6,3083.61,18501.66
ITEM105866,ORD10958,PROD1155,2,2189.7,4379.4
ITEM105867,ORD11181,PROD1228,7,493.12,3451.84
ITEM105868,ORD23549,PROD1267,4,170.83,683.32
ITEM105869,ORD12882,PROD1144,9,754.84,6793.56
ITEM105870,ORD19882,PROD1040,2,921.57,1843.14
ITEM105871,ORD16096,PROD1202,8,1253.59,10028.72
ITEM105872,ORD21395,PROD1089,8,3456.71,27653.68
ITEM105873,ORD22854,PROD1130,3,4864.62,14593.86
ITEM105874,ORD12519,PROD1232,1,1252.72,1252.72
ITEM105875,ORD19960,PROD1017,4,4469.71,17878.84
ITEM105876,ORD10751,PROD1203,6,970.58,5823.48
ITEM105877,ORD16250,PROD1166,9,699.22,6292.98
ITEM105878,ORD24957,PROD1043,2,888.64,1777.28
ITEM105879,ORD22587,PROD1120,6,1446.78,8680.68
ITEM105880,ORD23342,PROD1137,4,1346.58,5386.32
ITEM105881,ORD13926,PROD1284,10,3056.86,30568.6
ITEM105882,ORD16459,PROD1265,3,2046.66,6139.98
ITEM105883,ORD16838,PROD1232,1,1252.72,1252.72
ITEM105884,ORD17707,PROD1257,6,1774.55,10647.3
ITEM105885,ORD23628,PROD1069,10,1643.69,16436.9
ITEM105886,ORD18906,PROD1180,5,282.77,1413.85
ITEM105887,ORD15444,PROD1012,5,948.18,4740.9
ITEM105888,ORD20195,PROD1211,9,4093.38,36840.42
ITEM105889,ORD20331,PROD1168,8,1662.65,13301.2
ITEM105890,ORD14909,PROD1022,9,1341.02,12069.18
ITEM105891,ORD12992,PROD1099,4,2544.04,10176.16
ITEM105892,ORD10452,PROD1081,6,3530.46,21182.76
ITEM105893,ORD17723,PROD1002,6,2372.41,14234.46
ITEM105894,ORD18662,PROD1017,7,4469.71,31287.97
ITEM105895,ORD12055,PROD1125,8,626.25,5010.0
ITEM105896,ORD10217,PROD1176,10,2837.8,28378.0
ITEM105897,ORD17964,PROD1230,9,2789.92,25109.28
ITEM105898,ORD10996,PROD1204,9,2578.78,23209.02
ITEM105899,ORD19094,PROD1174,10,4789.55,47895.5
ITEM105900,ORD12154,PROD1118,3,3123.46,9370.38
ITEM105901,ORD16963,PROD1142,8,3060.45,24483.6
ITEM105902,ORD13377,PROD1219,9,1189.87,10708.83
ITEM105903,ORD13452,PROD1103,8,3335.25,26682.0
ITEM105904,ORD24916,PROD1052,2,1090.42,2180.84
ITEM105905,ORD15396,PROD1010,1,3169.27,3169.27
ITEM105906,ORD24859,PROD1231,7,666.04,4662.28
ITEM105907,ORD23535,PROD1211,3,4093.38,12280.14
ITEM105908,ORD22829,PROD1039,2,1698.89,3397.78
ITEM105909,ORD13922,PROD1195,2,2170.32,4340.64
ITEM105910,ORD23911,PROD1164,2,1909.34,3818.68
ITEM105911,ORD20279,PROD1091,2,2645.13,5290.26
ITEM105912,ORD23186,PROD1031,8,3680.01,29440.08
ITEM105913,ORD10837,PROD1042,9,3214.48,28930.32
ITEM105914,ORD21871,PROD1060,9,236.58,2129.22
ITEM105915,ORD17462,PROD1034,10,4441.64,44416.4
ITEM105916,ORD19086,PROD1231,9,666.04,5994.36
ITEM105917,ORD10833,PROD1247,8,1865.62,14924.96
ITEM105918,ORD14386,PROD1015,8,997.64,7981.12
ITEM105919,ORD11376,PROD1003,1,1789.04,1789.04
